id,text,word,mean,frq,var,victor,stadio88,user,petru,sergiu,majority
5331,"În acest sistem, compușii sunt denumiți prin analogie cu gliceraldehida, ceea ce produce în general denumiri neambigue, dar este cel mai ușor de observat în cazul micilor biomolecule similare gliceraldehidei.",biomolecule,0.5,0.0,0.1,0.25,0.25,0.25,0.75,1.0,simple
5381,"Structurile cu puncte Lewis sunt utile pentru a introduce ideea de covalență și de legătură în moleculele mici, dar alte tipuri de modele au o capacitate mult mai mare de a comunica concepte chimice.",legătură,0.25,5.16,0.1,0.0,0.75,0.0,0.0,0.5,simple
5464,"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor de cont, soldurile minime, legăturile permise între conturi (de exemplu, conturi curente și de economii) și regulile de deschidere a contului.",descoperirilor,0.4,3.31,0.09000000000000001,0.25,0.75,0.0,0.25,0.75,simple
5562,"Același principiu se aplica, desigur, și la reflexul cu un singur obiectiv, dar primele SLR-uri au provocat întârzieri și neplăceri din cauza necesității de a muta oglinda în afara planului focal pentru a permite luminii să ajungă la placa din spatele ei.",placa,0.4,4.22,0.09000000000000001,0.0,0.75,0.25,0.25,0.75,simple
5174,"La sfârșitul secvenței, o racletă îndepărtează tonerul rămas pe tambur și întregul proces se repetă cu o nouă imagine.",tambur,0.6,3.17,0.09,0.25,0.25,0.75,0.75,1.0,complex
5235,"Lentilele cu zoom motorizate, controlate electronic, sunt amplasate atât pe cameră, cât și pe proiector și sunt sincronizate între ele, astfel încât ambele lentile să mărească împreună și la aceeași distanță focală în orice moment.",focală,0.6,0.0,0.09,0.75,0.75,0.25,0.25,1.0,complex
5287,"Peroxidul de hidrogen se va degrada spontan în apă și oxigen molecular, însă prezența unui catalizator accelerează această reacție până la punctul în care a fost folosit ca sursă de combustibil pentru torpile și chiar pentru nave spațiale.",Peroxidul,0.6,0.0,0.09,0.75,0.25,0.25,1.0,0.75,complex
5323,"În etapa finală, unul dintre hidrogenii moleculei de apă legată este atacat de o altă moleculă de apă, lăsând un alcool.",moleculei,0.6,0.0,0.09,0.25,0.75,0.25,0.75,1.0,complex
5343,Conexiunile intercelulare permit heterocitelor să transporte azotul fixat către celulele vecine și să primească carbohidrați.,fixat,0.4,3.95,0.09,0.25,0.75,0.25,0.0,0.75,simple
5366,"A fost descoperită de tonți și de alți vorbitori de engleză și, pentru o vreme, postarea între cele două limbi a înflorit.",tonți,0.4,0.0,0.09,0.25,0.25,0.0,0.75,0.75,simple
5474,Uneori va trebui să manipulați expresii într-o formă utilizabilă înainte de a putea efectua operații de calcul.,expresii,0.4,4.02,0.09,0.25,0.25,0.25,0.25,1.0,simple
5497,"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",filtrată,0.4,0.0,0.09,0.25,0.25,0.25,0.25,1.0,simple
5499,"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",amplitudinea,0.6,3.03,0.09,0.75,0.75,0.25,0.25,1.0,complex
5156,"Un alfabet ingenios le-a permis mayașilor să înregistreze informații pe monumentele și templele lor, oferindu-le antropologilor o modalitate excelentă de a afla mai multe despre viața și cultura mayașă.",antropologilor,0.45,0.0,0.08500000000000002,0.25,0.25,0.25,1.0,0.5,simple
5147,"Deși unele cadre sunt prevăzute cu trei orificii pentru știfturile de poziționare, unele frâne funcționează doar într-o anumită poziție, așa că, în timpul dezasamblării, trebuie să rețineți ce orificii au fost folosite.",orificii,0.2,3.23,0.085,0.0,0.75,0.25,0.0,0.0,simple
5192,"Budismul și jainismul au multe teme și practici comune, inclusiv accentul pus pe nonviolență și credința că se ajunge la eliberare prin renunțarea la legăturile lumești care îi leagă pe indivizi de iluzie prin procesul de karma, acumularea de merite bune și rele.",eliberare,0.3,4.24,0.085,0.75,0.0,0.25,0.0,0.5,simple
5220,"În ciuda acestui fapt, putem vedea că există încă o anumită interacțiune între Dumbledore și McGonagall, McGonagall fiind o influență moderată asupra tuturor părților, în timp ce manifestă o loialitate fermă față de Dumbledore.",fermă,0.2,4.22,0.085,0.75,0.0,0.0,0.25,0.0,simple
5233,"Lentilele cu zoom motorizate, controlate electronic, sunt amplasate atât pe cameră, cât și pe proiector și sunt sincronizate între ele, astfel încât ambele lentile să mărească împreună și la aceeași distanță focală în orice moment.",zoom,0.2,3.62,0.085,0.0,0.0,0.0,0.25,0.75,simple
5477,Oțelurile sunt adesea supuse la o varietate de tratamente termice concepute pentru a produce diverse combinații de faze stabile și metastabile ale fierului.,stabile,0.2,3.78,0.085,0.25,0.0,0.0,0.0,0.75,simple
5488,"Romanii, care au folosit inițial acest stil, l-au considerat greoi și greu de manevrat pe terenul muntos și accidentat al Italiei.",stil,0.2,4.99,0.085,0.0,0.0,0.0,0.25,0.75,simple
5133,"După ce Ron aproape că moare bând mied otrăvit, care aparent era destinat profesorului Dumbledore, Hermione este atât de tulburată, încât pune capăt conflictului lor pentru totdeauna.",conflictului,0.25,4.1,0.075,0.25,0.75,0.0,0.0,0.25,simple
5136,"După război, Hitler a rămas în armată și, după ce a primit cursuri de informații și oratorie, a devenit ofițer de informații însărcinat cu infiltrarea în partidele politice și cu raportarea către superiorii săi cu privire la activitățile acestora.",raportarea,0.25,3.3,0.075,0.25,0.75,0.0,0.25,0.0,simple
5325,"În etapa finală, unul dintre hidrogenii moleculei de apă legată este atacat de o altă moleculă de apă, lăsând un alcool.",atacat,0.25,4.72,0.075,0.0,0.75,0.0,0.25,0.25,simple
5533,"Eroul a fost apoi chemat să participe la cel de-al doilea rit cel al cuceririi, învingând pe generalul mercenar Claudius.",rit,0.75,3.52,0.075,1.0,0.25,0.75,1.0,0.75,complex
5543,"Majoritatea algelor marine, cum ar fi kelps (alge brune foarte mari din ordinul Laminariales), în ciuda unei astfel de aparențe superficiale, nu au tulpini adevărate, frunze, rădăcini și nici un fel de sistem vascular, așa cum se găsește la plantele superioare.",superficiale,0.25,3.56,0.075,0.25,0.25,0.0,0.75,0.0,simple
5604,Acestea nu interferează cu gesturile de care magii au nevoie pentru a face vrăji.,magii,0.25,0.0,0.075,0.25,0.25,0.0,0.75,0.0,simple
5146,"Deși unele cadre sunt prevăzute cu trei orificii pentru știfturile de poziționare, unele frâne funcționează doar într-o anumită poziție, așa că, în timpul dezasamblării, trebuie să rețineți ce orificii au fost folosite.",cadre,0.35,4.3,0.06500000000000002,0.25,0.75,0.0,0.25,0.5,simple
5319,"În contextul limbajelor de programare, în cazul limbajelor declarative, se furnizează date și reguli computerului, care pot fi apoi interogate pentru a oferi date înapoi.",interogate,0.35,0.0,0.06500000000000002,0.75,0.25,0.0,0.25,0.5,simple
5134,"După război, Hitler a rămas în armată și, după ce a primit cursuri de informații și oratorie, a devenit ofițer de informații însărcinat cu infiltrarea în partidele politice și cu raportarea către superiorii săi cu privire la activitățile acestora.",oratorie,0.35,0.0,0.065,0.25,0.25,0.0,0.75,0.5,simple
5207,Faceți clic pe butonul MAC sau WIN atașat pentru a descărca fișierul font zipuit.,font,0.35,4.06,0.065,0.0,0.25,0.25,0.75,0.5,simple
5354,"În general, se crede că pilusul este asamblat de la baza sa, deoarece în membrana celulară se găsește o rezervă de pilină.",asamblat,0.35,3.22,0.065,0.25,0.25,0.0,0.75,0.5,simple
5424,"La o săptămână de la ultimul comentariu, dacă participanții au ajuns în mare parte la un consens cu privire la ceea ce trebuie făcut, un administrator va lua măsuri.",consens,0.35,3.75,0.065,0.25,0.25,0.0,0.75,0.5,simple
5602,Acestea nu interferează cu gesturile de care magii au nevoie pentru a face vrăji.,interferează,0.35,3.04,0.065,0.25,0.25,0.0,0.75,0.5,simple
5649,"Pentru a se familiariza cu demonstrația matematică și, de asemenea, cu unele concepte matematice de bază, cititorii pot citi wikibook Demonstrație matematică.",wikibook,0.6,0.0,0.065,0.25,0.75,0.5,0.5,1.0,complex
5140,"De asemenea, coeficientul de frecare variază foarte mult în funcție de care sunt cele două substanțe aflate în contact, precum și de temperatura și netezimea celor două substanțe.",frecare,0.3,3.38,0.06000000000000001,0.0,0.25,0.25,0.25,0.75,simple
5143,"Deși necesită disciplină, este extrem de important să se lucreze sistematic în sens invers în timp prin lista de registre, epuizând toate sursele pentru fiecare persoană, înainte de a se ocupa de părinții și bunicii acestora.",sistematic,0.45,3.96,0.06000000000000001,0.25,0.75,0.25,0.25,0.75,simple
5211,"Configurația poate fi, de asemenea, atribuită pe baza pur empirică a activității optice.",empirică,0.45,3.07,0.06000000000000001,0.25,0.75,0.25,0.25,0.75,simple
5255,"A avut un dosar de serviciu exemplar și a primit prestigioasa Cruce de Fier, atât de clasa I, cât și de clasa a II-a, și a obținut, de asemenea, gradul nedistins de caporal.",gradul,0.3,4.72,0.06000000000000001,0.75,0.25,0.0,0.25,0.25,simple
5282,"Cu toate acestea, ar trebui să fie clar că diferite lungimi de undă vor suferi interferențe constructive pentru diferite unghiuri de incidență a luminii primite.",constructive,0.45,3.6,0.06000000000000001,0.25,0.75,0.25,0.25,0.75,simple
5294,Vă înțeleg preocupările legate de problemele legate de copyright și de necesitatea de a menține integritatea conținutului de pe platformă.,copyright,0.45,3.37,0.06000000000000001,0.25,0.75,0.25,0.25,0.75,simple
5316,"În chimia organică, carbonul este utilizat foarte frecvent, astfel încât chimiștii știu că există un atom de carbon la capetele fiecărei linii care nu este etichetată în mod explicit.",explicit,0.3,4.08,0.06000000000000001,0.25,0.25,0.0,0.25,0.75,simple
5329,"În acest sistem, compușii sunt denumiți prin analogie cu gliceraldehida, ceea ce produce în general denumiri neambigue, dar este cel mai ușor de observat în cazul micilor biomolecule similare gliceraldehidei.",analogie,0.3,3.51,0.06000000000000001,0.25,0.25,0.0,0.25,0.75,simple
5358,"Este important ca atunci când planificați o lecție de învățare mixtă în clasele primare să vă concentrați pe o unitate de studiu, apoi să o împletiți cu tehnologia.",împletiți,0.3,0.0,0.06000000000000001,0.75,0.25,0.0,0.25,0.25,simple
5384,"Ca și în cazul creării de tablouri fără alocare dinamică, programatorul trebuie să inițializeze tabloul cu valori sensibile înainte de a-l utiliza.",dinamică,0.45,3.93,0.06000000000000001,0.75,0.25,0.25,0.25,0.75,simple
5441,"Cu dimensiuni variate, de la lacuri de mari dimensiuni și văi închise la iazuri în miniatură, aceste depresiuni au fost lăsate de gheața îngropată care s-a topit în cele din urmă.",depresiuni,0.45,3.15,0.06000000000000001,0.25,0.75,0.25,0.25,0.75,simple
5466,"Unele dintre aceste variații se referă la comisioane, protecția împotriva descoperirilor de cont, soldurile minime, legăturile permise între conturi (de exemplu, conturi curente și de economii) și regulile de deschidere a contului.",curente,0.3,4.16,0.06000000000000001,0.25,0.25,0.0,0.25,0.75,simple
5471,"Unii elevi consideră că ablativul este dificil, deoarece uneori seamănă cu nominativul singular, cu dativul plural sau cu niciunul dintre acestea.",nominativul,0.45,0.0,0.06000000000000001,0.75,0.25,0.25,0.25,0.75,simple
5472,"Unii elevi consideră că ablativul este dificil, deoarece uneori seamănă cu nominativul singular, cu dativul plural sau cu niciunul dintre acestea.",dativul,0.3,0.0,0.06000000000000001,0.25,0.0,0.25,0.25,0.75,simple
5521,"Formarea acestui intermediar și reacția ulterioară au, în general, o barieră de energie de activare mult mai mică decât cea necesară pentru reacția directă de transformare a reactanților în produși.",intermediar,0.3,3.88,0.06000000000000001,0.25,0.25,0.0,0.25,0.75,simple
5561,"Același principiu se aplica, desigur, și la reflexul cu un singur obiectiv, dar primele SLR-uri au provocat întârzieri și neplăceri din cauza necesității de a muta oglinda în afara planului focal pentru a permite luminii să ajungă la placa din spatele ei.",planului,0.45,4.36,0.06000000000000001,0.25,0.75,0.25,0.25,0.75,simple
5587,"Aceste stiluri de pachete nu se descurcă bine împotriva pachetelor cu orice tip de dezorganizare sau control, așa că în prezent nu au parte de prea mult joc.",pachete,0.3,3.91,0.06000000000000001,0.0,0.25,0.25,0.25,0.75,simple
5588,"Aceste stiluri de pachete nu se descurcă bine împotriva pachetelor cu orice tip de dezorganizare sau control, așa că în prezent nu au parte de prea mult joc.",pachetelor,0.3,3.4,0.06000000000000001,0.0,0.25,0.25,0.25,0.75,simple
5592,"Aceste diagrame trebuie interpretate ca niște hărți topografice, unde liniile reprezintă curbe de nivel constante.",constante,0.3,3.86,0.06000000000000001,0.25,0.0,0.25,0.25,0.75,simple
5641,"Pentru a atenua problemele de indexare, expresia sizeof() este utilizată în adesea la codificarea buclelor care procesează array-uri.",atenua,0.3,3.07,0.06000000000000001,0.25,0.25,0.0,0.25,0.75,simple
5646,A trăi complet în acest mod într-o societate urbanizată și industrială înseamnă a te retrage la periferie.,periferie,0.3,3.31,0.06000000000000001,0.25,0.75,0.0,0.25,0.25,simple
5652,"Cu excepția cazului în care există probleme evidente care nu vor putea fi remediate, timpul dumneavoastră ar fi mai bine petrecut pentru a îndruma noii contribuitori și pentru a încerca să ajutați la curățarea noilor lucrări, chiar dacă lucrarea reprezintă în prezent o încălcare flagrantă a procedurilor actuale.",flagrantă,0.45,0.0,0.06000000000000001,0.25,0.75,0.25,0.25,0.75,simple
5677,"Pierderea în greutate necesită ca aportul de calorii să fie mai mic decât producția de calorii, deși niciuna dintre acestea nu trebuie să fie făcută la extrem.",aportul,0.45,3.78,0.06000000000000001,0.25,0.25,0.25,0.75,0.75,simple
5154,"Printre aceste tehnologii se număra fisiunea nucleară, care constă în divizarea unui atom foarte electronegativ în atomi mai mici și care produce o energie de zece ori mai mare.",electronegativ,0.7,0.0,0.06,0.75,0.75,0.25,0.75,1.0,complex
5167,"Deoarece un singur reflector parabolic atinge o precizie de focalizare mai mare decât orice banc mai mare de oglinzi, focalizarea este folosită pentru a atinge o temperatură mai ridicată, ceea ce permite o conversie foarte eficientă a căldurii în energie mecanică pentru a acționa un generator electric.",parabolic,0.55,0.0,0.06,0.25,0.75,0.75,0.25,0.75,complex
5169,"Deoarece un singur reflector parabolic atinge o precizie de focalizare mai mare decât orice banc mai mare de oglinzi, focalizarea este folosită pentru a atinge o temperatură mai ridicată, ceea ce permite o conversie foarte eficientă a căldurii în energie mecanică pentru a acționa un generator electric.",focalizare,0.55,3.17,0.06,0.25,0.75,0.75,0.25,0.75,complex
5196,"Până în anii 1960, tot mai multe trimiteri poștale erau francate cu masini de francat decât cu timbre adezive tradiționale.",adezive,0.3,0.0,0.06,0.25,0.25,0.0,0.75,0.25,simple
5198,Calcularea unor astfel de capacitanțe și exploatarea sau luarea măsurilor necesare pentru a le contracara reprezintă o problemă importantă în ingineria circuitelor electrice.,contracara,0.55,3.5,0.06,0.25,0.75,0.25,0.75,0.75,complex
5276,"Cu toate acestea, în general, este necesar să se aplice aceste legi la un volum de control infinitezimal, apoi să se utilizeze ecuațiile diferențiale rezultate.",diferențiale,0.55,0.0,0.06,0.75,0.75,0.25,0.25,0.75,complex
5312,"Pentru a obține acest câmp, camera trebuie să fie suficient de reverberantă, iar frecvențele trebuie să fie suficient de înalte pentru a evita efectele modurilor predominante.",frecvențele,0.55,3.36,0.06,0.25,0.75,0.25,0.75,0.75,complex
5367,"A fost descoperită de tonți și de alți vorbitori de engleză și, pentru o vreme, postarea între cele două limbi a înflorit.",postarea,0.3,0.0,0.06,0.75,0.0,0.25,0.25,0.25,simple
5443,"Nu uitați că textul va curge și se va înfășura diferit pentru alți utilizatori, în funcție de browserul ales rezoluția ecranului, dimensiunea implicită a fontului, opțiunile de accesibilitate, numărul de bare de instrumente și bare laterale (cum ar fi panourile de mesagerie instantanee) și altele.",înfășura,0.3,0.0,0.06,0.25,0.25,0.25,0.0,0.75,simple
5481,O astfel de cavitate poate oferi numeroase avantaje funcționale.,funcționale,0.3,4.08,0.06,0.25,0.25,0.25,0.0,0.75,simple
5483,"Un astfel de acces ar putea fi utilizat pentru autentificarea la conectare, crearea unui nou cont de utilizator sau salvarea de informații textuale pentru a fi recuperate și studiate în viitor.",textuale,0.3,0.0,0.06,0.25,0.25,0.0,0.75,0.25,simple
5519,"Vacuola alimentară formată, apoi fuzionează cu un lizozom și digeră alimentele.",fuzionează,0.55,0.0,0.06,0.25,0.75,0.25,0.75,0.75,complex
5527,Chitara este un instrument de transpoziție și este notată cu o octavă mai sus decât înălțimea sa reală pentru a evita utilizarea clapei de bas în notația standard.,transpoziție,0.7,0.0,0.06,0.75,0.75,0.25,0.75,1.0,complex
5538,Analizatorul lexical este partea din compilator care elimină spațiile albe și alte caractere care nu sunt compilabile din codul sursă.,compilabile,0.7,0.0,0.06,0.75,0.75,0.75,0.25,1.0,complex
5539,Principalul motiv pentru care nu se permit mai multe ieșiri cu aceeași intrare este acela că ne permite să aplicăm aceeași funcție la diferite forme ale aceluiași lucru fără a schimba echivalența acestora.,ieșiri,0.55,3.52,0.06,0.75,0.25,0.75,0.25,0.75,complex
5549,"Partea nordică a continentului, care acoperă o mare parte din Siberia, era, de asemenea, inaccesibilă nomazilor din stepă din cauza pădurilor dense și a tundrei.",nomazilor,0.3,0.0,0.06,0.25,0.25,0.0,0.75,0.25,simple
5579,"De asemenea, este posibil să existe taxe de licență separate pentru distribuția de formate de date multimedia brevetate, cum ar fi imaginile GIF, care, dacă nu în fapt, cel puțin din punct de vedere filozofic, încalcă principiile GFDL, împiedicându-vă să utilizați liber imaginea sau fotografia.",brevetate,0.55,0.0,0.06,0.75,0.75,0.25,0.75,0.25,complex
5582,"Prin urmare, indiferent cât de mult argou folosiți în limba dvs. maternă, limitarea utilizării argoului în limba franceză (proporțional cu nivelul dvs. de fluență) va limita, de asemenea, cât de mult sunteți tratat cu condescendență și amuzament de către ascultătorii nativi.",condescendență,0.7,0.0,0.06,0.75,0.75,0.25,1.0,0.75,complex
5584,"Acestea sunt, în principal, linii directoare privind comportamentul administratorilor, dar pot fi utile atunci când aveți un litigiu serios cu administratorii sau când vă adresați comisarilor și unei comisii de arbitraj.",litigiu,0.55,3.35,0.06,0.25,0.75,0.25,0.75,0.75,complex
5153,"Printre aceste tehnologii se număra fisiunea nucleară, care constă în divizarea unui atom foarte electronegativ în atomi mai mici și care produce o energie de zece ori mai mare.",nucleară,0.5,4.01,0.05,0.25,0.75,0.75,0.25,0.5,inconclusive
5208,Faceți clic pe butonul MAC sau WIN atașat pentru a descărca fișierul font zipuit.,zipuit,0.5,0.0,0.05,0.25,0.75,0.25,0.75,0.5,inconclusive
5586,"Acestea sunt, în principal, linii directoare privind comportamentul administratorilor, dar pot fi utile atunci când aveți un litigiu serios cu administratorii sau când vă adresați comisarilor și unei comisii de arbitraj.",comisarilor,0.5,0.0,0.05,0.25,0.75,0.25,0.75,0.5,inconclusive
5591,"Aceste diagrame trebuie interpretate ca niște hărți topografice, unde liniile reprezintă curbe de nivel constante.",topografice,0.5,3.19,0.05,0.75,0.25,0.25,0.5,0.75,inconclusive
5178,"Atașarea la fibră este atribuită, cel puțin parțial, formării de săruri între grupele anionice din coloranți și grupele cationice din fibră.",fibră,0.35,3.75,0.040000000000000015,0.25,0.75,0.25,0.25,0.25,simple
5376,"James a fost răsturnat (din punct de vedere tehnic a fost abdicat de Parlament) în Revoluția Glorioasă din 1688, care a avut loc fără vărsare de sânge.",abdicat,0.35,0.0,0.040000000000000015,0.75,0.25,0.25,0.25,0.25,simple
5585,"Acestea sunt, în principal, linii directoare privind comportamentul administratorilor, dar pot fi utile atunci când aveți un litigiu serios cu administratorii sau când vă adresați comisarilor și unei comisii de arbitraj.",administratorii,0.35,3.19,0.040000000000000015,0.25,0.75,0.25,0.25,0.25,simple
5626,Această problemă a agitat teologii și filozofii timp de secole și nu a fost niciodată rezolvată în mod satisfăcător.,teologii,0.35,3.29,0.040000000000000015,0.25,0.75,0.25,0.25,0.25,simple
5486,"Suzuki Pureharp este unul dintre micile modele de producție care sunt acoperite în lemn, ceea ce produce un sunet moale și plăcut.",moale,0.1,4.41,0.04000000000000001,0.0,0.0,0.0,0.0,0.5,simple
5670,"Am discutat deja despre unele dintre acestea, însă cunoașterea seturilor adaugă o nouă definiție pentru fiecare dintre următoarele idei.",definiție,0.1,4.1,0.04000000000000001,0.0,0.0,0.0,0.0,0.5,simple
5139,"Toate celelalte lucruri rămânând fel, nucleofilele sunt, în general, comparate între ele în ceea ce privește reactivitatea relativă.",relativă,0.35,3.75,0.04,0.25,0.25,0.25,0.25,0.75,simple
5182,"Pe lângă lexicul nou, ar trebui să vă uitați și la modul în care se conjugă verbele în funcție de subiectul propoziției.",lexicul,0.35,0.0,0.04,0.25,0.25,0.25,0.25,0.75,simple
5234,"Lentilele cu zoom motorizate, controlate electronic, sunt amplasate atât pe cameră, cât și pe proiector și sunt sincronizate între ele, astfel încât ambele lentile să mărească împreună și la aceeași distanță focală în orice moment.",motorizate,0.4,0.0,0.04,0.25,0.25,0.75,0.25,0.5,simple
5236,"Condițiile de mediu, cum ar fi curentul sau gradienții de temperatură face ca bula să se separe, determinând formarea a două bule care conțin concentrații similare de materiale.",gradienții,0.65,0.0,0.04,0.75,0.75,0.25,0.75,0.75,complex
5248,"Liniile rigide sunt adesea realizate pentru a fi presurizate cu azot sau aer deshidratat, care asigură un dielectric excelent chiar și la temperaturile ridicate generate de mii de wați de energie RF, în special în timpul căldurii intense de vară și a soarelui.",deshidratat,0.35,0.0,0.04,0.25,0.25,0.25,0.25,0.75,simple
5249,"Liniile rigide sunt adesea realizate pentru a fi presurizate cu azot sau aer deshidratat, care asigură un dielectric excelent chiar și la temperaturile ridicate generate de mii de wați de energie RF, în special în timpul căldurii intense de vară și a soarelui.",wați,0.4,0.0,0.04,0.25,0.25,0.25,0.5,0.75,simple
5262,"Un model de spidering intens poate duce la blocarea accesului la site, cu prejudicii, a spider-ului sau a IP-ului dumneavoastră.",prejudicii,0.6,3.14,0.04,0.75,0.25,0.75,0.5,0.75,complex
5284,"Cu toate acestea, atenuarea nu poate merge decât până la nivelul plasticii sinaptice și corticale a creierului, deoarece gravitatea ADHD depinde în principal de aspectele neurobiologice.",sinaptice,0.65,0.0,0.04,0.75,0.75,0.25,0.75,0.75,complex
5318,"În contextul limbajelor de programare, în cazul limbajelor declarative, se furnizează date și reguli computerului, care pot fi apoi interogate pentru a oferi date înapoi.",declarative,0.65,0.0,0.04,0.75,0.75,0.75,0.25,0.75,complex
5326,"În aceste cazuri, rolul agentului de implementare este de a furniza inputurile de bază, inclusiv, dar nu numai, capitalul care va da startul proiectului și îi va permite acestuia să continue sub propriul impuls după plecarea agentului de implementare.",implementare,0.35,3.79,0.04,0.25,0.25,0.25,0.25,0.75,simple
5333,În cadrul conferinței au fost prezentate datele inițiale ale analizei medicamentului pentru boli cardiovasculare simvastatin.,cardiovasculare,0.35,3.44,0.04,0.25,0.25,0.25,0.25,0.75,simple
5356,"Este important ca atunci când planificați o lecție de învățare mixtă în clasele primare să vă concentrați pe o unitate de studiu, apoi să o împletiți cu tehnologia.",mixtă,0.15,3.76,0.04,0.0,0.0,0.0,0.25,0.5,simple
5371,"Hidrogenul său este ușor de îndepărtat, astfel încât serina și treonina acționează adesea ca donatori de hidrogen în enzime.",Hidrogenul,0.35,0.0,0.04,0.25,0.25,0.25,0.25,0.75,simple
5437,"Proiectele de lege private afectează o anumită companie, persoană sau altă entitate (de exemplu, autorizarea unor construcții majore pe anumite terenuri publice).",entitate,0.35,4.1,0.04,0.25,0.25,0.25,0.25,0.75,simple
5445,"Nu uitați că textul va curge și se va înfășura diferit pentru alți utilizatori, în funcție de browserul ales rezoluția ecranului, dimensiunea implicită a fontului, opțiunile de accesibilitate, numărul de bare de instrumente și bare laterale (cum ar fi panourile de mesagerie instantanee) și altele.",implicită,0.35,3.33,0.04,0.25,0.25,0.25,0.25,0.75,simple
5461,Deoarece ideea elementară de funcții este mai bine înțeleasă din punct de vedere clasic o vom folosi în continuare.,elementară,0.35,3.45,0.04,0.25,0.25,0.25,0.25,0.75,simple
5496,Linia mare și curbată din stânga este îndreptată în mod elaborat spre mine (mi).,elaborat,0.35,4.29,0.04,0.25,0.25,0.25,0.25,0.75,simple
5498,"Unda purtătoare este filtrată, iar un difuzor cântă în funcție de amplitudinea semnalului.",difuzor,0.35,3.4,0.04,0.25,0.25,0.25,0.25,0.75,simple
5511,Dezavantajele depășesc beneficiile și nu există studii actuale care să demonstreze că voucherele funcționează.,voucherele,0.35,0.0,0.04,0.25,0.25,0.25,0.25,0.75,simple
